
--- Run at 2025-12-24 05:39:29 ---
Base_Video,Base_Frames,Base_FPS,Base_Precision,Base_Recall,Base_F1,Base_TP,Base_FP,Base_FN,||,Strat_Video,Strat_Frames,Strat_FPS,Strat_Precision,Strat_Recall,Strat_F1,Strat_TP,Strat_FP,Strat_FN
